SubtiWiki,BSU_number,FuncId,FuncName1,FuncName2,FuncName3,FuncName4,FuncName5
gerKC,BSU03710,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerM,BSU28380,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerPA,BSU10720,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerPB,BSU10710,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerPC,BSU10700,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerPD,BSU10690,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerPE,BSU10680,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerPF,BSU10670,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerQ,BSU37920,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gerT,BSU19490,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gpr,BSU25540,SW 4.2,Lifestyles,sporulation,germination,NA,NA
lgt,BSU34990,SW 4.2,Lifestyles,sporulation,germination,NA,NA
lipC,BSU04110,SW 4.2,Lifestyles,sporulation,germination,NA,NA
pdaA,BSU07980,SW 4.2,Lifestyles,sporulation,germination,NA,NA
sleB,BSU22930,SW 4.2,Lifestyles,sporulation,germination,NA,NA
ypeB,BSU22920,SW 4.2,Lifestyles,sporulation,germination,NA,NA
ykvU,BSU13830,SW 4.2,Lifestyles,sporulation,germination,NA,NA
gdh,BSU03930,SW 4.2,Lifestyles,sporulation,germination,NA,NA
spoVAD,BSU23410,SW 4.2,Lifestyles,sporulation,germination,NA,NA
prkC,BSU15770,SW 4.2,Lifestyles,sporulation,germination,NA,NA
ywcE,BSU38130,SW 4.2,Lifestyles,sporulation,germination,NA,NA
spoVAEA,BSU23401,SW 4.2,Lifestyles,sporulation,germination,NA,NA
spoVAEB,BSU23402,SW 4.2,Lifestyles,sporulation,germination,NA,NA
yfkQ,BSU07790,SW 4.2,Lifestyles,sporulation,germination/ based on similarity,NA,NA
yfkR,BSU07780,SW 4.2,Lifestyles,sporulation,germination/ based on similarity,NA,NA
yndD,BSU17750,SW 4.2,Lifestyles,sporulation,germination/ based on similarity,NA,NA
yndE,BSU17760,SW 4.2,Lifestyles,sporulation,germination/ based on similarity,NA,NA
yndF,BSU17770,SW 4.2,Lifestyles,sporulation,germination/ based on similarity,NA,NA
clpP,BSU34540,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
corA,BSU24740,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfkJ,BSU07880,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yvgN,BSU33400,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
gabD,BSU03910,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ytiA,BSU30700,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yvrE,BSU33200,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ysnF,BSU28340,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yqhQ,BSU24490,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ybyB,BSU02110,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfkH,BSU07900,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yjgD,BSU12170,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ymzB,BSU17240,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ysdB,BSU28830,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yvgO,BSU33410,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywsB,BSU35970,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yacL,BSU00890,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ykgA,BSU13020,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yugU,BSU31280,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxkO,BSU38720,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxjI,BSU38940,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfhD,BSU08490,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfhE,BSU08500,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydhK,BSU05790,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yflT,BSU07550,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfkS,BSU07770,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yjgB,BSU12150,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yoxC,BSU18510,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yocB,BSU19150,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ytaB,BSU30930,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywmE,BSU36720,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxjJ,BSU38930,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxiS,BSU39040,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yycD,BSU40450,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
spoVC,BSU00530,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
csbB,BSU08600,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yocK,BSU19240,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
csbD,BSU36670,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
cypC,BSU02100,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
dps,BSU30650,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ispD,BSU00900,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ispF,BSU00910,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ytxJ,BSU29760,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
guaD,BSU13170,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yceH,BSU02940,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
sodA,BSU25020,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ohrB,BSU13160,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
mhqO,BSU05490,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yqjL,BSU23830,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
mhqP,BSU05500,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydbD,BSU04430,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yceC,BSU02890,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yceD,BSU02900,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yceE,BSU02910,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yceF,BSU02920,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
mgsR,BSU24770,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxaB,BSU40030,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydaF,BSU04210,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yvaK,BSU33620,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
aldY,BSU38830,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxbG,BSU39840,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxnA,BSU40000,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yerD,BSU06590,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywiE,BSU37240,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
aag,BSU38620,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
sigB,BSU04730,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydaG,BSU04220,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
gsiB,BSU04400,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ytxH,BSU29770,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ytxG,BSU29780,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yceG,BSU02930,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydaE,BSU04200,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
radA,BSU00870,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ykzI,BSU14660,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yqhP,BSU24500,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yhcM,BSU09140,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
bmrR,BSU24020,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
bmr,BSU24010,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ykuT,BSU14210,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
bmrU,BSU24000,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yflA,BSU07750,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywtG,BSU35830,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
csbC,BSU39810,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yhdN,BSU09530,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ycdF,BSU02830,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ycdG,BSU02840,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydaD,BSU04190,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydaP,BSU04340,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yhdF,BSU09450,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yhxD,BSU10430,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
plsC,BSU09540,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydeC,BSU05150,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
nhaX,BSU09690,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
gspA,BSU38430,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
csbA,BSU35180,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywlB,BSU36960,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ycbP,BSU02590,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yflH,BSU07680,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywzA,BSU38180,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfkM,BSU07850,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yitT,BSU11120,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ykgB,BSU13010,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ytkL,BSU29410,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ypuD,BSU23300,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydaS,BSU04370,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfkI,BSU07890,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ygxB,BSU09390,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yoxB,BSU18520,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywjC,BSU37210,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yxzF,BSU38610,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ywmF,BSU36680,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
mcsB,BSU00850,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
clpC,BSU00860,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ctsR,BSU00830,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
mcsA,BSU00840,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
trxA,BSU28500,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yraA,BSU27020,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
phoP,BSU29110,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yoaA,BSU18530,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
katX,BSU38630,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
katE,BSU39050,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yvyD,BSU35310,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yqhB,BSU24750,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yjzE,BSU11839,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
rsbV,BSU04710,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
rsbRD,BSU24760,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
rsbW,BSU04720,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
rsbX,BSU04740,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yjgC,BSU12160,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
disA,BSU00880,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yaaH,BSU00160,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfkD,BSU07930,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yuzA,BSU31380,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfhK,BSU08570,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ctc,BSU00520,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
opuE,BSU06660,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfkT,BSU07760,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
nadE,BSU03130,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
bofC,BSU27750,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
csbX,BSU27760,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfhM,BSU08590,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
iolW,BSU33530,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfhF,BSU08510,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ylxP,BSU16640,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydaT,BSU04380,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
gtaB,BSU35670,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
phoR,BSU29100,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
chaA,BSU07920,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
spx,BSU11500,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yjbC,BSU11490,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfhL,BSU08580,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
abh,BSU14480,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
bcrC,BSU36530,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
coaX,BSU00700,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
csbB,BSU08600,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ddl,BSU04560,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
disA,BSU00880,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
divIB,BSU15240,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
divIC,BSU00620,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
dltA,BSU38500,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
dltB,BSU38510,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
dltC,BSU38520,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
dltD,BSU38530,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
dltE,BSU38540,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
fabF,BSU11340,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
fatR,BSU27170,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
fosB,BSU17840,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ftsH,BSU00690,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ispD,BSU00900,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
tagU,BSU35650,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
minC,BSU28000,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
minD,BSU27990,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
mreB,BSU28030,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
mreC,BSU28020,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
mreD,BSU28010,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
murB,BSU15230,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
murF,BSU04570,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
rsiV,BSU27130,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
sigV,BSU27120,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
oatA,BSU27140,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yrhK,BSU27150,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
pbpE,BSU34440,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
pbpX,BSU16950,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ponA,BSU22320,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
psd,BSU02290,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
pspA,BSU06180,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
pssA,BSU02270,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
racX,BSU34430,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
radC,BSU28040,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
rapD,BSU36380,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
recU,BSU22310,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
rodA,BSU38120,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
rsiW,BSU01740,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
rsiX,BSU23090,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
sbp,BSU15270,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
secDF,BSU27650,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
sigM,BSU09520,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
sigW,BSU01730,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
sigX,BSU23100,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
sigY,BSU38700,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
spo0M,BSU08760,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
sppA,BSU29530,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
spx,BSU11500,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
tilS,BSU00670,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ugtP,BSU21920,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
xpaC,BSU00250,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yaaN,BSU00260,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yacL,BSU00890,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ybfM,BSU02280,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ybfO,BSU02310,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ybfP,BSU02320,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ybfQ,BSU02330,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ybgB,BSU02380,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yceC,BSU02890,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yceD,BSU02900,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yceE,BSU02910,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yceF,BSU02920,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yceG,BSU02930,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yceH,BSU02940,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ycgQ,BSU03240,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ycgR,BSU03250,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ydaH,BSU04230,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ydbS,BSU04590,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ydbT,BSU04600,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ydjO,BSU06270,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ydjP,BSU06280,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yeaA,BSU06290,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yebC,BSU06380,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yfhL,BSU08580,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yfhM,BSU08590,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yfnI,BSU07260,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yhdK,BSU09500,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yhdL,BSU09510,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yjbC,BSU11490,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yjoB,BSU12420,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yknW,BSU14340,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yknX,BSU14350,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yknY,BSU14360,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yknZ,BSU14370,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ylxW,BSU15250,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ylxX,BSU15260,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yngC,BSU18190,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yoaF,BSU18580,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yoaG,BSU18590,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yobJ,BSU18980,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
yozO,BSU19290,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ypbG,BSU22980,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ypuA,BSU23370,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
ypuD,BSU23300,SW 4.3,Lifestyles,coping with stress,cell envelope stress proteins (controlled by SigM,,
