"","gene_id.uniref90","gene_id.ko","gene_description","module","sheet","header","subheader","potential_amg","strain","dan.source","From","Reviewed","Protein names","Gene Names","Annotation","Keywords","PubMed ID","Gene Names (ORF)","KEGG","eggNOG","RefSeq","CAZy","BRENDA","OrthoDB","Pfam","InterPro","BioCyc","UniPathway","uniprot.source","FinalID"
"1126","P62179",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P62179","reviewed","RNA polymerase sigma-35 factor","sigE",3,"Direct protein sequencing;DNA-binding;Sigma factor;Sporulation;Transcription;Transcription regulation","1904859; 1701426","","","","WP_000976948.1;","","","","PF04542;PF04545;","IPR001387;IPR014284;IPR014200;IPR000943;IPR007627;IPR007630;IPR013325;IPR013324;IPR050813;IPR036388;","","","ML","P62179"
"1127","P62180",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P62180","reviewed","RNA polymerase sigma-28 factor","sigK BC_4336",2,"DNA-binding;Reference proteome;Sigma factor;Sporulation;Transcription;Transcription regulation","12721630","","bce:BC4336;","","NP_834048.1;WP_000051382.1;","","","9809557at2;","PF04542;PF04545;","IPR001387;IPR014284;IPR014209;IPR000943;IPR007627;IPR007630;IPR013325;IPR013324;IPR050813;IPR036388;","","","ML","P62180"
"1128","P62181",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P62181","reviewed","RNA polymerase sigma-28 factor","sigK",3,"Direct protein sequencing;DNA-binding;Sigma factor;Sporulation;Transcription;Transcription regulation","1904859; 1701426","","","","WP_000051382.1;","","","","PF04542;PF04545;","IPR001387;IPR014284;IPR014209;IPR000943;IPR007627;IPR007630;IPR013325;IPR013324;IPR050813;IPR036388;","","","ML","P62181"
"1129","P62182",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P62182","reviewed","RNA polymerase sigma-28 factor","sigK BA_4566 GBAA_4566 BAS4236",2,"DNA-binding;Reference proteome;Sigma factor;Sporulation;Transcription;Transcription regulation","12721629; 18952800","","ban:BA_4566;bar:GBAA_4566;bat:BAS4236;","COG1191;","NP_846788.1;WP_000051382.1;YP_030484.1;","","","9809557at2;","PF04542;PF04545;","IPR001387;IPR014284;IPR014209;IPR000943;IPR007627;IPR007630;IPR013325;IPR013324;IPR050813;IPR036388;","","","ML","P62182"
"1130","P62183",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P62183","reviewed","Probable spore germination protein GerPF","gerPF",2,"Germination;Sporulation","10715007","","","","WP_001141566.1;","","","2476480at2;","PF10676;","IPR019618;","","","ML","P62183"
"1131","P62185",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P62185","reviewed","Probable spore germination protein GerPF","gerPF BC_1140",2,"Germination;Reference proteome;Sporulation","12721630","","bce:BC1140;","","NP_830926.1;WP_001141566.1;","","","2476480at2;","PF10676;","IPR019618;","","","ML","P62185"
"1132","P62186",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P62186","reviewed","Probable spore germination protein GerPF","gerPF gerPF-1 BA_1144 GBAA_1144 BAS1063",2,"Germination;Reference proteome;Sporulation","12721629; 18952800","","ban:BA_1144;bar:GBAA_1144;bat:BAS1063;","","NP_843628.1;WP_001141566.1;YP_027335.1;","","","2476480at2;","PF10676;","IPR019618;","","","ML","P62186"
"1133","P70877",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P70877","reviewed","Anti-sigma F factor antagonist (Stage II sporulation protein AA)","spoIIAA",2,"Phosphoprotein;Sporulation","8921882","","","","WP_014098106.1;","","","","PF01740;","IPR003658;IPR014237;IPR002645;IPR036513;","","","ML","P70877"
"1134","P70878",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P70878","reviewed","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","spoIIAB",4,"ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase","8921882","","","","","","","","PF13581;","IPR050267;IPR010194;IPR036890;IPR003594;","","","ML","P70878"
"1135","P70958",NA,"ywmA;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P70958","reviewed","Uncharacterized protein YwmA","ywmA BSU36790",1,"Coiled coil;Reference proteome","9353933; 9384377","","bsu:BSU36790;","ENOG502ZKH3;","NP_391560.1;WP_003243900.1;","","","2846451at2;","","","BSUB:BSU36790-MONOMER;","","ML","P70958"
"1136","P70962","K06360","rapB;response regulator aspartate phosphatase B","Phosphatases controlling the phosphorelay","MISC","Sporulation","phosphorelay",TRUE,"bs","DAN","P70962","reviewed","Response regulator aspartate phosphatase B (EC 3.1.3.-) (Protein-aspartate phosphatase RapB) (Stage 0 sporulation protein P)","rapB spo0P ywmE BSU36690",4,"Cytoplasm;Hydrolase;Manganese;Protein phosphatase;Reference proteome;Repeat;Sporulation;TPR repeat","8001132; 9384377; 9238025; 9843420; 11923303","","bsu:BSU36690;","COG0457;","NP_391550.1;WP_003227715.1;","","","2957368at2;","PF18801;PF13424;PF13181;","IPR051476;IPR011990;IPR019734;","BSUB:BSU36690-MONOMER;","","ML","K06360"
"1137","P70997","K21464","pbpG;penicillin-binding protein 2D","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P70997","reviewed","Penicillin-binding protein 2D (PBP-2D) (PBP2d) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.99.28) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]","pbpG ywhE BSU37510",5,"Carboxypeptidase;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Hydrolase;Membrane;Multifunctional enzyme;Peptidoglycan synthesis;Protease;Reference proteome;Signal-anchor;Transferase;Transmembrane;Transmembrane helix","9353933; 9384377; 19383706; 10767540; 11567005","","bsu:BSU37510;","COG0744;","NP_391631.2;WP_003227540.1;","GT51;","","9766909at2;","PF00912;PF00905;","IPR012338;IPR001264;IPR050396;IPR023346;IPR036950;IPR001460;","BSUB:BSU37510-MONOMER;","UPA00219;","ML","K21464"
"1138","P70998","K00797","speE;spermidine synthase","Metabolism of polyamines","MISC","Additional metabolic pathways","Miscellaneous metabolic pathways",TRUE,"bs","DAN","P70998","reviewed","Polyamine aminopropyltransferase (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)","speE ywhF BSU37500",3,"3D-structure;Cytoplasm;Polyamine biosynthesis;Reference proteome;Spermidine biosynthesis;Transferase","9353933; 9384377; 9723923","","bsu:BSU37500;","COG0421;","NP_391630.1;WP_003227543.1;","","","9793120at2;","PF17284;PF01564;","IPR030374;IPR030373;IPR029063;IPR001045;IPR035246;IPR037163;","BSUB:BSU37500-MONOMER;","UPA00248;","ML","K00797"
"1139","P71002","K06364","rapF;response regulator aspartate phosphatase F",NA,"MISC","Genetics","Genetic competence",TRUE,"bs","DAN","P71002","reviewed","Regulatory protein RapF","rapF ywhJ BSU37460",5,"3D-structure;Competence;Cytoplasm;Manganese;Metal-binding;Reference proteome;Repeat;TPR repeat","9353933; 9384377; 15968044; 16816200; 21346797; 22215984; 23526880","","bsu:BSU37460;","COG0457;","NP_391626.1;WP_003227549.1;","","","2957368at2;","PF12895;PF18801;PF13424;","IPR011990;IPR019734;","BSUB:BSU37460-MONOMER;","","ML","K06364"
"1140","P71014",NA,"bslA;hypothetical protein","Proteins controlling the activity of the kinases","MISC","Sporulation","phosphorelay",TRUE,"bs","DAN","P71014","reviewed","Biofilm-surface layer protein A (ORF-1)","bslA yuaB BSU31080",4,"3D-structure;Cell wall;Reference proteome;Secreted;Signal","9384377; 8752328; 18978066; 21742882; 22571672; 28701036; 23904481; 26324938","","bsu:BSU31080;","ENOG502ZUCW;","NP_390986.1;WP_003243556.1;","","","2850669at2;","PF17735;","IPR034650;IPR038480;","BSUB:BSU31080-MONOMER;","","ML","P71014"
"1141","P71021","K04074","divIVA;septum site-determining protein DivIVA","The Min system","MISC","Cell envelope and cell division","Cell division",TRUE,"bs","DAN","P71021","reviewed","Septum site-determining protein DivIVA (Cell division initiation protein DivIVA) (Minicell-associated protein DivIVA)","divIVA ylmJ BSU15420",5,"3D-structure;Cell cycle;Cell division;Coiled coil;Cytoplasm;Reference proteome;Septation;Sporulation","9045828; 9219999; 9384377; 15554965; 11882716; 15165232; 16885474; 18976281; 19019154","","bsu:BSU15420;","COG3599;","NP_389425.1;WP_003221468.1;","","","9815492at2;","PF05103;","IPR019933;IPR007793;","BSUB:BSU15420-MONOMER;","","ML","K04074"
"1142","P71031","K06432","sspO;small acid-soluble spore protein O","Small acid-soluble spore proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P71031","reviewed","Small, acid-soluble spore protein O (SASP O)","sspO cotK BSU17990",3,"Direct protein sequencing;Reference proteome;Sporulation","9068633; 9384377; 9852018; 10806362","","bsu:BSU17990;","","NP_389682.1;WP_003244839.1;","","","2692139at2;","PF08175;","IPR012613;","BSUB:BSU17990-MONOMER;","","ML","K06432"
"1143","P71032","K06433","sspP;small acid-soluble spore protein P","Small acid-soluble spore proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P71032","reviewed","Small, acid-soluble spore protein P (SASP P)","sspP cotL BSU17980",2,"Reference proteome;Sporulation","9068633; 9384377; 10806362","","bsu:BSU17980;","ENOG5032ZXB;","NP_389681.1;WP_003221237.1;","","","2691914at2;","PF08179;","IPR012614;","BSUB:BSU17980-MONOMER;","","ML","K06433"
"1144","P71040","K06131","clsA;cardiolipin synthase","Biosynthesis of phospholipids","MISC","Lipid metabolism","Biosynthesis of lipids",TRUE,"bs","DAN","P71040","reviewed","Major cardiolipin synthase ClsA (CL synthase 2) (EC 2.7.8.-)","clsA ywnE BSU36590",4,"Cell membrane;Lipid biosynthesis;Lipid metabolism;Membrane;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Repeat;Transferase;Transmembrane;Transmembrane helix","9150240; 9384377; 14973018; 15743965; 27362352","","bsu:BSU36590;","COG1502;","NP_391540.1;","","2.7.8.41;","9762009at2;","PF13091;PF13396;","IPR030874;IPR022924;IPR027379;IPR000515;IPR025202;IPR001736;","BSUB:BSU36590-MONOMER;","","ML","K06131"
"1145","P71041",NA,"ywnF;hypothetical protein",NA,"MISC","Membrane proteins",NA,TRUE,"bs","DAN","P71041","reviewed","Uncharacterized protein YwnF","ywnF BSU36580",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9150240; 9384377","","bsu:BSU36580;","ENOG5032ZHT;","NP_391539.1;WP_003244359.1;","","","2451415at2;","PF17370;","IPR020205;","BSUB:BSU36580-MONOMER;","","ML","P71041"
"1146","P71042",NA,"ywnG;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P71042","reviewed","Uncharacterized protein YwnG","ywnG BSU36570",2,"Membrane;Reference proteome;Transmembrane;Transmembrane helix","9150240; 9384377","","bsu:BSU36570;","","NP_391538.1;WP_003227749.1;","","","2939744at2;","PF17319;","IPR035287;","BSUB:BSU36570-MONOMER;","","ML","P71042"
"1147","P71043",NA,"ywnH;phosphinothricin acetyltransferase YwnH",NA,"MISC","Coping with stress","Resistance against toxins/ antibiotics/ based on similarity",TRUE,"bs","DAN","P71043","reviewed","Putative phosphinothricin acetyltransferase YwnH (PPT N-acetyltransferase) (EC 2.3.1.183)","ywnH BSU36560",2,"3D-structure;Acyltransferase;Antibiotic resistance;Herbicide resistance;Reference proteome;Transferase","9150240; 9384377; 16021622","","bsu:BSU36560;","COG1247;","NP_391537.1;WP_010886629.1;","","","9798006at2;","PF00583;","IPR016181;IPR000182;","BSUB:BSU36560-MONOMER;","","ML","P71043"
"1148","P71044","K06386","spoIIQ;stage II sporulation protein Q","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P71044","reviewed","Stage II sporulation protein Q","spoIIQ ywnI BSU36550",3,"3D-structure;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","9150240; 9384377; 9140963; 10781563; 15044948; 15574594; 15882622; 15752199; 16164552; 16959571; 17824930; 18077456; 18485064; 18812514","","bsu:BSU36550;","COG0739;","NP_391536.1;WP_003227751.1;","","","2050153at2;","PF01551;","IPR050570;IPR011055;IPR016047;","BSUB:BSU36550-MONOMER;","","ML","K06386"
"1149","P71045",NA,"ywnJ;hypothetical protein","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P71045","reviewed","Uncharacterized membrane protein YwnJ","ywnJ BSU36540",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9150240; 9384377; 16497325","","bsu:BSU36540;","ENOG503303W;","NP_391535.1;WP_003227753.1;","","","2659829at2;","PF04892;","IPR006976;","BSUB:BSU36540-MONOMER;","","ML","P71045"
"1150","P71073",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P71073","reviewed","DNA-binding transcriptional activator AdeR (PucR-type transcriptional activator AdeR)","adeR yukF BSU31920",3,"Activator;DNA-binding;Reference proteome;Sporulation;Transcription;Transcription regulation","9168598; 9384377; 19383706; 22797752","","bsu:BSU31920;","COG2508;COG4465;","NP_391070.2;WP_010886604.1;","","","9792148at2;","PF06018;PF17853;PF13556;","IPR051448;IPR041522;IPR029016;IPR025736;IPR042070;IPR010312;","BSUB:BSU31920-MONOMER;","","ML","P71073"
"1151","P71079","K10780","fabL;enoyl-[acyl-carrier-protein] reductase [NADPH] FabL","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P71079","reviewed","Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL (ENR) (EC 1.3.1.104) (Enoyl-acyl carrier protein reductase III) (NADPH-dependent enoyl-ACP reductase)","fabL yfhR ygaA BSU08650",5,"3D-structure;Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;NADP;Oxidoreductase;Reference proteome","8946165; 9202460; 9384377; 10463184; 11007778; 17329825; 21185310","","bsu:BSU08650;","COG1028;","NP_388745.1;WP_003223262.1;","","1.3.1.10;1.3.1.104;1.3.1.39;","9803333at2;","PF13561;","IPR036291;IPR002347;","BSUB:BSU08650-MONOMER;MetaCyc:BSU08650-MONOMER;","UPA00094;","ML","K10780"
"1152","P71080",NA,"ygaB;hypothetical protein",NA,"MISC","Proteins of unknown function",NA,TRUE,"bs","DAN","P71080","reviewed","Uncharacterized protein YgaB","ygaB BSU08670",1,"Coiled coil;Reference proteome","9202460; 9384377","","bsu:BSU08670;","ENOG50309PW;","NP_388747.1;WP_009968853.1;","","","2942102at2;","PF14182;","IPR025572;","BSUB:BSU08670-MONOMER;","","ML","P71080"
"1153","P71083",NA,"ygaE;hypothetical protein",NA,"MISC","Membrane proteins",NA,TRUE,"bs","DAN","P71083","reviewed","UPF0421 protein YgaE","ygaE BSU08700",1,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","9202460; 9384377","","bsu:BSU08700;","COG4129;","NP_388750.1;WP_003233537.1;","","","1653617at2;","PF06081;","IPR010343;","BSUB:BSU08700-MONOMER;","","ML","P71083"
"1154","P71088","K06377","spo0M;sporulation-control protein spo0M",NA,"MISC","Sporulation","Sporulation/ other",TRUE,"bs","DAN","P71088","reviewed","Sporulation-control protein spo0M (Stage 0 sporulation protein M)","spo0M ygaI BSU08760",2,"3D-structure;Direct protein sequencing;Reference proteome;Sporulation","9795118; 9202460; 9384377; 19383706","","bsu:BSU08760;","COG4326;","NP_388756.2;WP_003233481.1;","","","2351239at2;","PF07070;","IPR014752;IPR014756;IPR009776;","BSUB:BSU08760-MONOMER;","","ML","K06377"
"1155","P80872",NA,"yocK;general stress protein 16O",NA,"MISC","Coping with stress","General stress proteins (controlled by SigB)",TRUE,"bs","DAN","P80872","reviewed","General stress protein 16O (GSP16O)","yocK BSU19240",2,"Direct protein sequencing;Metal-binding;Reference proteome;Stress response;Zinc;Zinc-finger","9384377; 9298659","","bsu:BSU19240;","COG1734;","NP_389805.2;WP_003231259.1;","","","9811543at2;","PF01258;","IPR037187;IPR000962;IPR020458;","BSUB:BSU19240-MONOMER;","","ML","P80872"
"1156","P84583",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P84583","reviewed","Small, acid-soluble spore protein 1 (SASP-1)","",3,"Direct protein sequencing;DNA-binding;Sporulation","15468161","","","","","","","","PF00269;","IPR001448;IPR018126;IPR050847;IPR038300;","","","ML","P84583"
"1157","P84584",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P84584","reviewed","Small, acid-soluble spore protein 2 (SASP-2)","",3,"Direct protein sequencing;DNA-binding;Sporulation","15468161","","","","","","","","PF00269;","IPR001448;IPR018126;IPR050847;IPR038300;","","","ML","P84584"
"1158","P84585","K06422","sspE;small acid-soluble spore protein gamma-type","Small acid-soluble spore proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P84585","reviewed","Small, acid-soluble spore protein gamma-type (SASP-gamma)","",3,"Direct protein sequencing;Repeat;Sporulation","15468161","","","","","","","","PF04259;","IPR006341;","","","ML","K06422"
"1159","P84613",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P84613","reviewed","Insecticidal crystal toxin protein","",2,"Direct protein sequencing;Sporulation;Toxin;Virulence","","","","","","","","","PF03944;PF00555;","IPR008979;IPR005638;IPR036399;IPR001178;","","","ML","P84613"
"1160","P94367","K16012","cydD;ATP-binding/permease protein CydD","Regulatory ABC transporters","MISC","Transporters","ABC transporters",TRUE,"bs","DAN","P94367","reviewed","Glutathione/L-cysteine transport system ATP-binding/permease protein CydD (EC 7.4.2.-)","cydD yxkN BSU38730",3,"Amino-acid transport;ATP-binding;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transmembrane;Transmembrane helix;Transport","8969509; 9384377","","bsu:BSU38730;","COG4987;","NP_391752.1;","","","9802264at2;","PF00664;PF00005;","IPR003593;IPR011527;IPR036640;IPR014223;IPR003439;IPR017871;IPR027417;IPR039421;","BSUB:BSU38730-MONOMER;","","ML","K16012"
"1161","P94377","K03781","katX;catalase X","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P94377","reviewed","Catalase X (EC 1.11.1.6)","katX yxlI BSU38630",3,"Cytoplasm;Heme;Hydrogen peroxide;Iron;Metal-binding;Oxidoreductase;Peroxidase;Reference proteome","8969509; 9384377","","bsu:BSU38630;","COG0753;","NP_391742.1;WP_003243042.1;","","","9760293at2;","PF00199;PF06628;","IPR018028;IPR024708;IPR024711;IPR011614;IPR002226;IPR010582;IPR020835;","BSUB:BSU38630-MONOMER;","","ML","K03781"
"1162","P94381",NA,"ycgF;amino acid efflux protein YcgF","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P94381","reviewed","Putative amino acid efflux protein YcgF","ycgF BSU03090",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix","8969502; 9384377","","bsu:BSU03090;","COG1280;","NP_388191.1;WP_003246469.1;","","","7874789at2;","PF01810;","IPR001123;","BSUB:BSU03090-MONOMER;","","ML","P94381"
"1163","P94382","K09190","ycgG;hypothetical protein","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P94382","reviewed","Uncharacterized protein YcgG","ycgG BSU03100",1,"Reference proteome","8969502; 9384377; 19383706","","bsu:BSU03100;","COG3403;","NP_388192.2;WP_003246374.1;","","","112290at2;","PF08892;","IPR014988;","BSUB:BSU03100-MONOMER;","","ML","K09190"
"1164","P94383","K03293","ycgH;transporter","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P94383","reviewed","Uncharacterized transporter YcgH","ycgH BSU03110",2,"Amino-acid transport;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","8969502; 9384377; 19383706","","bsu:BSU03110;","COG1113;","NP_388193.2;WP_003246486.1;","","","9780162at2;","PF00324;","IPR004841;","BSUB:BSU03110-MONOMER;","","ML","K03293"
"1165","P94389","K07074","ycgL;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P94389","reviewed","Uncharacterized protein YcgL","ycgL BSU03190",1,"Coiled coil;Reference proteome","8969502; 9384377","","bsu:BSU03190;","COG3541;","NP_388201.1;WP_003246492.1;","","","9796845at2;","PF10127;","IPR018775;","BSUB:BSU03190-MONOMER;","","ML","K07074"
"1166","P94408","K03305","dtpT;transporter","Peptide transporter","MISC","Transporters","Transporters/ other",TRUE,"bs","DAN","P94408","reviewed","Uncharacterized transporter YclF","yclF BSU03670",2,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","8969502; 9384377; 19383706","","bsu:BSU03670;","COG3104;","WP_003246610.1;","","","9772725at2;","PF00854;","IPR005279;IPR020846;IPR036259;IPR050171;IPR000109;IPR018456;","BSUB:BSU03670-MONOMER;","","ML","K03305"
"1167","P94409",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P94409","reviewed","Uncharacterized protein YclG","yclG BSU03680",1,"Reference proteome;Repeat","8969502; 9384377","","bsu:BSU03680;","COG5434;","NP_388250.1;WP_003246729.1;","","","2488735at2;","PF13229;PF12708;","IPR039448;IPR006633;IPR006626;IPR012334;IPR011050;IPR024535;","BSUB:BSU03680-MONOMER;","","ML","P94409"
"1168","P94415","K06361","rapC;response regulator aspartate phosphatase C",NA,"MISC","Genetics","Genetic competence",TRUE,"bs","DAN","P94415","reviewed","Regulatory protein RapC (Rap protein C)","rapC yclL BSU03770",4,"Competence;Cytoplasm;Reference proteome;Repeat;TPR repeat","8969502; 9384377; 8769645; 10464187; 12950917; 15968044; 16816200","","bsu:BSU03770;","COG0457;","NP_388259.1;WP_003246686.1;","","","2957368at2;","PF18801;PF13424;","IPR051476;IPR011990;IPR019734;","BSUB:BSU03770-MONOMER;","","ML","K06361"
"1169","P94416","K06353","phrC;phosphatase RapC inhibitor",NA,"MISC","Genetics","Genetic competence",TRUE,"bs","DAN","P94416","reviewed","Competence and sporulation stimulating factor (CSF) (Extracellular signaling peptide CSF) (RapC inhibitor)","phrC hprC BSU03780",5,"Competence;Cytoplasm;Direct protein sequencing;Quorum sensing;Reference proteome;Secreted;Sporulation","8969502; 9384377; 8769645; 9200610; 9238025; 10464187; 12456319; 12897006; 12950917; 16816200; 18005709; 17666034; 18375560; 18689487; 19202088","","bsu:BSU03780;","","NP_388260.1;WP_003224994.1;","","","","PF11131;","IPR025899;","BSUB:BSU03780-MONOMER;","","ML","K06353"
"1170","P94446","K06345","coxA;sporulation cortex protein CoxA","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P94446","reviewed","Sporulation cortex protein CoxA","coxA yrbB BSU27830",2,"Reference proteome;Signal;Sporulation","9770294; 9384377; 10438771","","bsu:BSU27830;","","WP_003245996.1;","","","2988958at2;","PF09580;","IPR019076;","BSUB:BSU27830-MONOMER;","","ML","K06345"
"1171","P94494","K01775","yncD;alanine racemase 2","Spore coat proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P94494","reviewed","Alanine racemase 2 (EC 5.1.1.1)","alr2 yncD BSU17640",3,"3D-structure;Isomerase;Pyridoxal phosphate;Reference proteome","9384377","","bsu:BSU17640;","COG0787;","","","5.1.1.1;","9813814at2;","PF00842;PF01168;","IPR000821;IPR009006;IPR011079;IPR001608;IPR020622;IPR029066;","BSUB:BSU17640-MONOMER;","UPA00042;","ML","K01775"
"1172","P94495",NA,"yncE;hypothetical protein","Newly identified sporulation proteins (based on transcription profiling)","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P94495","reviewed","Uncharacterized protein YncE","yncE BSU17650",1,"Reference proteome","9384377; 19383706","","bsu:BSU17650;","ENOG5032S02;","NP_389648.2;WP_003245293.1;","","","2625810at2;","PF10903;","IPR020216;","BSUB:BSU17650-MONOMER;","","ML","P94495"
"1173","P94496",NA,"yteV;sporulation protein cse60","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P94496","reviewed","Sporulation protein cse60","cse60 yteV BSU30080",1,"Reference proteome;Sporulation","8990290; 9384377","","bsu:BSU30080;","ENOG5033CVX;","NP_390886.1;WP_003223398.1;","","","1653053at2;","PF10957;","IPR020296;","BSUB:BSU30080-MONOMER;","","ML","P94496"
"1174","P94497",NA,"yobW;mother cell-specific membrane sporulation protein","Sporulation proteins/ other","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P94497","reviewed","Protein csk22","csk22 yobW BSU19110",2,"Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix","8990290; 9384377","","bsu:BSU19110;","ENOG5032UY8;","NP_389792.1;WP_004399253.1;","","","2595090at2;","","","BSUB:BSU19110-MONOMER;","","ML","P94497"
"1175","P94536","K02647","ysfB;hypothetical protein","Transcription factor/ other/ based on similarity","MISC","Regulation of gene expression","Transcription factors and their control",TRUE,"bs","DAN","P94536","reviewed","Uncharacterized protein YsfB","ysfB BSU28670",1,"Reference proteome","8969504; 9384377; 19383706","","bsu:BSU28670;","COG3835;","NP_390745.2;WP_004398908.1;","","","9792148at2;","PF05651;PF17853;PF13556;","IPR051448;IPR041522;IPR008599;IPR025736;IPR042070;","BSUB:BSU28670-MONOMER;","","ML","K02647"
"1176","P94537","K06426","sspI;small acid-soluble spore protein I","Small acid-soluble spore proteins","MISC","Sporulation","Sporulation proteins",TRUE,"bs","DAN","P94537","reviewed","Small, acid-soluble spore protein I (SASP I)","sspI ysfA BSU28660",2,"Direct protein sequencing;Reference proteome;Sporulation","8969504; 9384377; 9852018; 10806362","","bsu:BSU28660;","ENOG5032YQ7;","NP_390744.1;WP_003229525.1;","","","2453696at2;","PF14098;","IPR017525;","BSUB:BSU28660-MONOMER;","","ML","K06426"
"1177","P94556","K01776","racE;glutamate racemase","Biosynthesis of peptidoglycan","MISC","Cell envelope and cell division","Cell wall synthesis",TRUE,"bs","DAN","P94556","reviewed","Glutamate racemase 1 (EC 5.1.1.3)","racE glr murI BSU28390",3,"3D-structure;Cell shape;Cell wall biogenesis/degradation;Isomerase;Peptidoglycan synthesis;Reference proteome","9063446; 8969504; 9384377; 19383706; 9604005; 16271894","","bsu:BSU28390;","COG0796;","WP_010886589.1;","","5.1.1.1;5.1.1.3;","9801055at2;","PF01177;","IPR015942;IPR001920;IPR018187;IPR033134;IPR004391;","BSUB:BSU28390-MONOMER;","UPA00219;","ML","K01776"
"1178","P94558","K02428","ysnA;non-canonical purine NTP pyrophosphatase",NA,"MISC","Poorly characterized/ putative enzymes",NA,TRUE,"bs","DAN","P94558","reviewed","dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)","ysnA BSU28360",4,"Hydrolase;Magnesium;Metal-binding;Nucleotide metabolism;Nucleotide-binding;Reference proteome","8969504; 9384377; 1624460","","bsu:BSU28360;","COG0127;","WP_010886588.1;","","","9807456at2;","PF01725;","IPR020922;IPR029001;IPR002637;","BSUB:BSU28360-MONOMER;","","ML","K02428"
