target	query	e-value	score	length	start	end	hmmDB
NC_043027.1_Bacillus_virus_PBS1_complete_genome_281	phrog_24704	1.2e-78	258.2	136	1	135	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_282	phrog_335	3.4e-49	163.8	176	1	171	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_283	phrog_37973	1.3e-42	140.3	55	1	54	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_284	phrog_26484	2.3e-49	162.2	79	1	78	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_285	phrog_26335	1.5e-46	155.2	94	2	92	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_286	phrog_3869	2.4e-191	633.9	682	17	680	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_287	phrog_18338	1.2e-130	431.1	269	1	268	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_288	phrog_38032	3.9e-52	170.8	68	1	67	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_289	phrog_31075	1.3e-35	117.4	49	1	48	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_29	phrog_27823	2.3e-132	436.1	229	1	228	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_290	phrog_26975	4e-107	352.4	179	1	178	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_291	phrog_34156	1.7e-188	620.8	268	1	267	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_292	phrog_35549	2e-58	191.0	82	1	81	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_293	phrog_379	3e-25	85.1	99	1	96	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_294	phrog_26433	1.6e-50	165.7	85	1	84	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_295	phrog_2943	8.2e-112	370.9	497	1	489	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_296	phrog_30825	2.4e-52	171.6	73	1	72	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_297	phrog_34649	3.5e-88	289.1	132	1	131	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_298	phrog_32799	2.7e-78	256.0	115	1	114	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_299	phrog_13188	7.1e-40	131.6	109	1	90	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_3	phrog_20655	0.0	1046.3	532	1	531	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_30	phrog_27413	1.3e-157	519.4	258	1	257	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_300	phrog_29694	1.1e-164	541.9	237	1	236	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_301	phrog_30058	3.2e-66	216.3	99	1	98	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_302	phrog_18911	9.2e-133	437.5	231	1	230	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_303	phrog_36052	4.2e-51	167.6	66	1	65	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_304	phrog_3014	6.2e-32	107.4	187	1	184	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_305	phrog_31489	7.8e-56	182.6	91	1	90	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_31	phrog_34384	3.1e-36	119.9	60	1	59	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_34	phrog_559	8.4e-148	489.9	495	1	493	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_35	phrog_559	2.2e-89	297.2	303	1	300	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_36	phrog_2986	3.2e-116	384.6	391	2	389	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_37	phrog_38419	1.1e-61	201.4	88	1	87	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_38	phrog_8794	3.7e-48	160.0	154	1	152	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_39	phrog_37578	1.1e-51	169.5	86	13	85	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_4	phrog_2767	6.4e-37	120.4	324	1	261	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_40	phrog_20022	1.1e-134	444.4	242	1	241	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_41	phrog_2927	1.6e-175	341.1	642	293	638	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_41	phrog_2927	1.6e-175	247.7	642	2	284	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_42	phrog_26909	5.3e-58	190.2	100	1	99	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_43	phrog_3015	2.1e-136	452.0	632	2	631	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_44	phrog_33091	2.3e-135	445.0	197	1	196	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_45	phrog_16	4.8e-40	134.0	478	26	466	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_46	phrog_26954	3.1e-182	600.9	297	1	296	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_47	phrog_37557	3.8e-126	414.6	186	1	185	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_48	phrog_37812	9e-42	137.7	57	1	56	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_49	phrog_30462	2.9e-68	222.9	96	1	95	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_5	phrog_33977	1.2e-45	150.4	63	1	62	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_50	phrog_27562	2e-202	668.1	342	1	341	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_51	phrog_27031	1.5e-69	227.7	113	1	112	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_52	phrog_23231	4.9e-87	286.3	153	1	152	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_53	phrog_38856	3.5e-107	353.0	199	1	198	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_54	phrog_3013	3.4e-77	255.5	396	5	391	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_55	phrog_18338	8.5e-98	323.4	270	1	269	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_56	phrog_22724	4.8e-46	151.1	72	1	71	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_57	phrog_36684	2.7e-75	245.9	110	1	109	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_58	phrog_22902	2.2e-180	595.2	308	1	307	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_59	phrog_21614	9.1e-64	209.7	117	1	116	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_6	phrog_28674	7.2e-165	542.5	238	1	237	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_60	phrog_21614	1.7e-67	221.8	120	1	119	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_61	phrog_23503	1.6e-60	198.4	108	12	107	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_62	phrog_28312	3.4e-40	132.5	51	1	50	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_63	phrog_4182	4.3e-65	215.6	155	1	151	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_64	phrog_34394	3.1e-97	318.6	138	1	137	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_65	phrog_21592	2.6e-100	330.4	178	1	177	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_67	phrog_21592	4.4e-89	293.8	165	1	161	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_68	phrog_37359	4.3e-69	226.0	103	1	102	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_69	phrog_29988	8e-42	138.0	58	1	57	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_7	phrog_32359	5.6e-122	401.6	202	4	201	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_70	phrog_35614	2.5e-38	126.4	48	1	47	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_71	phrog_200	6e-79	261.9	269	6	259	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_72	phrog_11035	3.5e-31	104.0	75	1	74	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_73	phrog_29271	2.5e-71	232.8	103	1	102	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_74	phrog_30213	2.7e-86	282.4	123	1	122	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_75	phrog_35230	3.4e-47	154.9	65	1	64	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_76	phrog_30521	2.9e-117	385.1	172	1	171	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_77	phrog_32734	2.1e-39	129.6	48	1	47	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_78	phrog_559	8.6e-180	474.5	588	74	582	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_79	phrog_14872	5.1e-141	466.6	349	2	348	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_80	phrog_99	3.9e-23	79.3	226	101	215	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_81	phrog_38251	0.0	1853.0	922	1	921	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_82	phrog_31726	4.1e-58	190.3	87	1	86	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_83	phrog_23165	1.3e-114	377.2	194	1	193	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_84	phrog_22549	0.0	1334.0	654	1	653	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_85	phrog_25078	1.4e-69	228.6	129	4	128	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_86	phrog_291	8.5e-86	220.0	391	3	273	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_86	phrog_2742	4.7e-34	71.9	391	280	390	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_87	phrog_2234	3.5e-123	408.6	591	2	589	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_88	phrog_16122	1.4e-105	343.4	293	2	291	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_89	phrog_25416	1.5e-92	304.3	160	1	159	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_90	phrog_24501	3.6e-73	239.9	118	1	117	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_91	phrog_24291	9.3e-149	490.4	256	1	255	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_92	phrog_34209	9.1e-118	386.4	166	1	165	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_93	phrog_38096	2.6e-226	746.1	317	1	316	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_94	phrog_31630	3e-82	269.1	119	1	118	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_96	phrog_26249	0.0	4022.2	1926	1	1925	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_97	phrog_20401	5.3e-207	684.6	343	1	342	PHROG
NC_043027.1_Bacillus_virus_PBS1_complete_genome_99	phrog_20401	8.1e-49	163.0	130	2	110	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_1	phrog_27474	2.8e-58	190.8	86	1	85	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_10	phrog_3677	7.4e-105	347.6	327	14	290	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_100	phrog_135	5e-43	143.0	246	2	230	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_101	phrog_1291	1.9e-21	72.6	118	6	109	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_102	phrog_1095	5.5e-37	123.4	122	1	117	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_103	phrog_419	2.2e-28	95.6	93	1	92	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_104	phrog_244	2.1e-49	164.8	185	1	182	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_106	phrog_883	9.4e-46	151.7	123	1	121	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_107	phrog_84	1.7e-206	684.1	700	5	697	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_108	phrog_2650	2.4e-50	166.7	133	6	125	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_109	phrog_4742	7.1e-23	77.0	60	4	55	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_11	phrog_21341	2e-62	205.5	139	8	138	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_110	phrog_86	4.6e-89	295.2	328	8	322	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_110	phrog_24856	8.2e-104	341.5	328	3	196	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_112	phrog_392	2e-32	108.8	260	5	242	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_113	phrog_19661	1.6e-50	166.4	104	1	103	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_116	phrog_6394	8.6e-32	105.9	71	1	70	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_117	phrog_1054	2.7e-115	380.3	258	1	243	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_118	phrog_379	1.9e-33	111.7	98	1	97	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_119	phrog_17	2.7e-150	498.0	1102	266	1066	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_12	phrog_35594	5.5e-21	72.0	97	1	64	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_120	phrog_1069	4.1e-71	234.9	169	1	161	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_121	phrog_1867	1.3e-146	485.2	423	1	421	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_122	phrog_97	4.8e-108	358.3	404	7	400	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_123	phrog_1089	3.8e-52	171.7	123	6	119	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_124	phrog_1025	2.5e-86	285.4	212	1	210	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_125	phrog_263	2.3e-28	95.2	106	13	104	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_126	phrog_1240	7.9e-60	197.6	173	1	157	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_127	phrog_1850	2.9e-131	433.6	315	3	311	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_128	phrog_6016	5.5e-31	103.3	89	1	86	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_129	phrog_284	1.8e-125	415.6	437	1	435	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_130	phrog_2313	7e-43	142.4	126	1	123	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_131	phrog_1080	7.9e-67	220.7	204	8	185	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_132	phrog_3458	1.3e-27	92.5	67	1	66	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_133	phrog_984	5.3e-105	347.0	239	1	236	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_134	phrog_5660	3.4e-87	287.5	184	2	182	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_135	phrog_2261	1.3e-73	242.9	176	4	174	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_137	phrog_1113	1.4e-95	316.4	282	1	281	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_139	phrog_1007	2.2e-104	344.4	243	1	241	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_14	phrog_22290	2.4e-66	216.4	98	1	97	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_140	phrog_1104	8.4e-61	200.7	159	2	156	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_141	phrog_1303	1.4e-46	155.1	177	6	175	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_142	phrog_24160	2.4e-35	116.8	51	1	50	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_143	phrog_25876	2e-78	257.3	126	2	125	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_144	phrog_2362	1.1e-74	247.6	243	1	242	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_146	phrog_32713	1e-197	651.9	308	1	307	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_147	phrog_4124	9.2e-30	99.5	73	1	71	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_148	phrog_18001	6.9e-29	96.0	122	1	66	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_149	phrog_35457	2.7e-50	165.2	77	1	76	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_15	phrog_24474	9.3e-41	134.4	84	1	83	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_150	phrog_351	8.5e-60	187.0	344	1	257	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_151	phrog_5992	2.7e-32	107.3	76	1	75	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_154	phrog_25519	1.7e-46	153.0	75	1	74	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_155	phrog_1075	2.9e-145	481.3	402	2	401	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_156	phrog_4785	9.6e-29	96.4	100	15	94	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_16	phrog_6833	6.7e-30	99.6	87	3	79	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_160	phrog_19813	2.3e-81	267.6	147	2	146	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_162	phrog_22099	3e-75	247.6	160	10	159	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_164	phrog_691	8.6e-99	327.1	361	2	340	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_165	phrog_3536	2.1e-36	120.6	104	10	103	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_166	phrog_7767	4.3e-87	287.1	187	1	186	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_167	phrog_5065	2.2e-23	78.7	54	1	53	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_168	phrog_3528	1.3e-74	246.4	184	1	183	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_169	phrog_3750	7e-163	537.8	358	20	352	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_170	phrog_4802	1.7e-19	65.7	40	1	37	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_171	phrog_3551	0.0	1208.2	754	3	753	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_174	phrog_21023	1.4e-42	140.2	73	1	71	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_175	phrog_17466	2.4e-41	136.4	93	14	92	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_177	phrog_19590	6.3e-45	147.9	69	1	68	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_178	phrog_21011	4.1e-61	201.6	125	1	124	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_179	phrog_22566	1.6e-45	149.7	81	1	79	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_180	phrog_21990	2.7e-70	231.7	155	1	153	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_181	phrog_20918	2.5e-37	123.1	65	1	63	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_184	phrog_13293	4.4e-40	132.5	105	1	95	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_186	phrog_10712	2.8e-49	161.4	83	3	79	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_189	phrog_22679	2.9e-32	107.1	43	1	42	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_19	phrog_19254	4.7e-74	243.4	135	2	134	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_190	phrog_1667	2e-19	66.9	90	1	89	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_191	phrog_32361	3.2e-103	339.9	185	1	184	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_192	phrog_19787	3.7e-41	136.0	93	1	92	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_194	phrog_1374	3.5e-18	61.7	81	4	70	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_195	phrog_24282	1.3e-85	281.6	152	10	150	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_196	phrog_4224	3.1e-22	75.6	121	12	115	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_197	phrog_2776	4.8e-55	181.7	228	1	150	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_198	phrog_3205	6.3e-64	212.2	183	1	180	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_199	phrog_12543	3e-95	314.0	213	1	205	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_2	phrog_21881	2.5e-174	574.2	253	1	252	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_20	phrog_38503	1.4e-19	67.1	158	12	95	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_200	phrog_20223	2e-35	117.9	58	1	57	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_201	phrog_24972	2.3e-45	149.1	67	5	66	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_202	phrog_31176	4.6e-43	141.5	60	1	59	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_203	phrog_478	8.8e-57	187.0	134	1	128	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_205	phrog_20907	2.7e-29	97.4	49	1	45	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_207	phrog_23759	3.6e-44	144.8	63	1	57	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_209	phrog_23767	2.7e-181	598.3	303	1	302	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_210	phrog_17292	2.7e-58	191.1	112	1	111	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_211	phrog_22404	1.9e-84	276.6	130	1	129	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_212	phrog_21207	3e-91	299.9	156	1	154	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_213	phrog_17012	4.6e-34	112.6	58	1	57	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_214	phrog_13188	1.5e-39	130.4	83	1	82	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_217	phrog_21244	2.4e-42	139.5	68	1	66	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_218	phrog_16273	1.5e-40	134.1	71	1	70	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_219	phrog_20670	3.3e-34	113.3	53	1	52	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_220	phrog_32539	1e-78	258.3	132	1	131	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_221	phrog_2399	1.8e-21	72.5	58	2	57	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_222	phrog_21881	4e-55	183.7	125	3	120	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_224	phrog_23020	1.4e-41	136.8	70	1	69	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_226	phrog_9630	5.3e-31	103.2	88	7	81	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_227	phrog_16813	8.5e-51	166.9	115	12	113	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_230	phrog_37572	8.5e-72	235.9	123	1	122	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_231	phrog_35438	5.9e-76	248.8	121	1	120	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_235	phrog_28063	3e-68	224.0	113	2	112	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_236	phrog_27474	2.8e-58	190.8	86	1	85	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_237	phrog_21881	2.5e-174	574.2	253	1	252	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_238	phrog_4534	1.5e-49	164.4	126	1	125	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_239	phrog_17101	3.5e-32	106.8	67	1	66	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_240	phrog_13748	2.5e-30	101.0	53	1	52	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_241	phrog_8129	1.8e-40	133.2	81	1	79	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_242	phrog_2543	3.9e-28	95.2	127	14	124	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_243	phrog_14540	1.1e-88	290.8	136	1	135	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_244	phrog_3550	7.5e-27	90.3	83	1	82	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_25	phrog_27661	5.7e-24	81.2	108	1	86	PHROG
NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_26	phrog_4175	1.1e-89	296.4	207	1	205	PHROG
