qseqid	sseqid	qlen	slen	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
sp|A4ISB5|SSPH3_GEOTN	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0182	65	329	26.23	61	39	3	4	60	37	95	3.4	20.8
sp|A7GL73|SSPH1_BACCN	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0132	59	372	45.455	22	12	0	2	23	214	235	3.4	20.8
sp|A7Z565|SSPP_BACVZ	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0347	48	98	35.294	17	11	0	11	27	57	73	3.4	20
sp|A8FGT0|TGL_BACP2	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0103	246	590	29.73	37	26	0	2	38	368	404	3.4	23.9
sp|B7HG19|HPR_BACC4	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0011	185	78	25.862	58	36	2	91	148	9	59	3.4	22.3
sp|B7HZH8|HPR_BACC7	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	185	265	44.828	29	15	1	55	82	223	251	3.4	23.1
sp|B7IKC1|HPR_BACC2	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0011	185	78	25.862	58	36	2	91	148	9	59	3.4	22.3
sp|B7JCX5|HPR_BACC0	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	185	265	44.828	29	15	1	55	82	223	251	3.4	23.1
sp|B9IT66|HPR_BACCQ	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	185	265	44.828	29	15	1	55	82	223	251	3.4	23.1
sp|C1EKG1|HPR_BACC3	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	185	265	44.828	29	15	1	55	82	223	251	3.4	23.1
sp|C3LCW8|HPR_BACAC	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	185	265	44.828	29	15	1	55	82	223	251	3.4	23.1
sp|C3P2U9|HPR_BACAA	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	185	265	44.828	29	15	1	55	82	223	251	3.4	23.1
sp|C5D9Z3|SSPP_GEOSW	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0113	48	228	37.5	24	15	0	1	24	121	144	3.4	20
sp|O06719|GERPC_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0092	205	30	43.75	16	9	0	150	165	13	28	3.4	21.2
sp|O32726|SP2AA_GEOSE	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0022	116	41	34.286	35	19	1	80	110	7	41	3.4	20.8
sp|P35145|RPSF_PRIMG	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0246	253	264	41.667	24	14	0	218	241	72	95	3.4	23.9
sp|P62180|RP28_BACCR	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0246	237	264	36.842	19	12	0	196	214	232	250	3.4	23.9
sp|P62182|RP28_BACAN	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0246	237	264	36.842	19	12	0	196	214	232	250	3.4	23.9
sp|P70877|SP2AA_HEYCO	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0054	116	311	40.909	22	13	0	44	65	99	120	3.4	22.3
sp|Q00213|SAS1_HALH3	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0050	72	100	27.273	55	31	2	11	56	20	74	3.4	20.8
sp|Q45758|CR6BA_BACTU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0102	395	1274	24.39	41	31	0	284	324	256	296	3.4	25
sp|Q63EV6|HPR_BACCZ	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	185	265	44.828	29	15	1	55	82	223	251	3.4	23.1
sp|Q6HMB8|HPR_BACHK	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	185	265	44.828	29	15	1	55	82	223	251	3.4	23.1
sp|Q73CB7|HPR_BACC1	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	185	265	44.828	29	15	1	55	82	223	251	3.4	23.1
sp|Q813W6|HPR_BACCR	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0011	185	78	25.862	58	36	2	91	148	9	59	3.4	22.3
sp|Q81JG1|HPR_BACAN	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	185	265	44.828	29	15	1	55	82	223	251	3.4	23.1
sp|Q9KCE0|SLEB_HALH5	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0162	330	211	58.824	17	7	0	245	261	26	42	3.4	24.3
sp|O06723|YISJ_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0261	307	283	22.093	86	50	1	66	134	176	261	3.4	24.3
sp|P54379|CSGA_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0026	82	137	32.075	53	27	2	22	67	3	53	3.4	21.2
sp|Q04811|YMXH_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0213	85	488	53.333	15	7	0	70	84	315	329	3.4	21.6
sp|Q04811|YMXH_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0187	85	487	53.333	15	7	0	70	84	315	329	3.4	21.6
sp|P16655|DIVIB_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0208	263	896	25	136	93	4	106	239	667	795	3.5	24.3
sp|P20964|OBG_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0180	428	242	24.615	65	32	1	27	74	98	162	3.5	24.6
sp|P37484|GDPP_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0230	659	165	26.829	41	30	0	371	411	63	103	3.5	25
sp|Q00829|PHRA_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0044	44	102	27.586	29	21	0	10	38	72	100	3.5	19.6
sp|Q00829|PHRA_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0049	44	102	27.586	29	21	0	10	38	72	100	3.5	19.6
sp|Q182W3|SP4A_CLOD6	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0006	491	568	40.426	47	23	3	285	329	303	346	3.5	25
sp|Q59HN8|RAPH_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0015	376	357	31.111	45	27	2	281	324	165	206	3.5	24.6
sp|P37475|SP2E_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0231	827	211	34.848	66	28	4	724	774	109	174	3.5	25.8
sp|P37475|SP2E_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0070	827	207	33.333	33	22	0	451	483	161	193	3.5	25.4
sp|P42234|CATE_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0115	686	500	35.417	48	21	2	97	144	255	292	3.5	25.8
sp|P60495|PXPB_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0157	240	470	28.889	45	32	0	100	144	398	442	3.5	23.9
sp|O06014|CR9DA_BACTP	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0184	1169	504	38.235	34	21	0	356	389	187	220	3.5	26.6
sp|P0A367|CR1AA_BACTA	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0010	1176	100	32.075	53	34	2	79	130	44	95	3.5	25
sp|P0A370|CR1AB_BACTK	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0010	1155	100	32.075	53	34	2	79	130	44	95	3.5	25
sp|P0A371|CR1AB_BACTB	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0010	1155	100	32.075	53	34	2	79	130	44	95	3.5	25
sp|P0A372|CR1AB_BACTA	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0010	1155	100	32.075	53	34	2	79	130	44	95	3.5	25
sp|P17557|DHA_GEOSE	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0182	372	323	30.488	82	38	4	57	129	189	260	3.5	24.6
sp|P24808|CWLA_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0118	272	176	40	20	12	0	146	165	99	118	3.5	23.9
sp|P32959|PBPE_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0106	451	1241	22.826	92	50	3	219	306	696	770	3.5	25
sp|P37522|SOJ_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0247	253	216	39.286	28	14	1	3	30	34	58	3.5	23.9
sp|P37958|MECA1_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0228	218	592	26.316	57	36	3	3	58	312	363	3.5	23.9
sp|P55339|ECSA_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0237	247	362	20.455	88	67	2	117	203	276	361	3.5	23.9
sp|P62179|RP35_BACTK	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0187	239	565	37.5	40	25	0	129	168	197	236	3.5	23.9
sp|P62179|RP35_BACTK	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0183	239	100	25	60	45	0	179	238	12	71	3.5	23.1
sp|Q45715|CR1KA_BACTM	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0180	1215	1500	23.077	104	69	3	861	956	888	988	3.5	26.6
sp|A4ISB5|SSPH3_GEOTN	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0179	65	329	26.23	61	39	3	4	60	37	95	3.5	20.8
sp|A7GLZ1|HPR_BACCN	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0215	185	885	25	40	30	0	28	67	542	581	3.5	23.5
sp|A7GLZ1|HPR_BACCN	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0186	185	885	25	40	30	0	28	67	542	581	3.5	23.5
sp|A7Z571|TLP_BACVZ	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0126	80	562	23.404	47	36	0	31	77	26	72	3.5	21.6
sp|B7HG19|HPR_BACC4	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	185	265	44.828	29	15	1	55	82	223	251	3.5	23.1
sp|B7IKC1|HPR_BACC2	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	185	265	44.828	29	15	1	55	82	223	251	3.5	23.1
sp|O06716|GERPF_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0022	72	197	50	12	6	0	59	70	143	154	3.5	21.2
sp|O06719|GERPC_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0141	205	345	22.222	72	47	2	50	118	126	191	3.5	23.5
sp|O06719|GERPC_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0125	205	386	45.455	22	12	0	146	167	188	209	3.5	23.5
sp|O34505|YTHB_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0092	346	792	44.444	27	15	0	181	207	604	630	3.5	24.6
sp|P02967|DEST_MYXXA	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0023	175	554	28.571	70	42	2	101	165	258	324	3.5	23.5
sp|P04832|SSPB_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0186	67	406	34.615	26	14	1	45	67	47	72	3.5	20.8
sp|P04832|SSPB_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0214	67	406	34.615	26	14	1	45	67	47	72	3.5	20.8
sp|P04834|SAS4_PRIMG	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0189	69	197	40	20	12	0	20	39	49	68	3.5	20.8
sp|P04834|SAS4_PRIMG	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0193	69	197	40	20	12	0	20	39	49	68	3.5	20.8
sp|P33657|RPSE_CLOAB	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0076	235	177	34.146	41	26	1	14	54	136	175	3.5	23.5
sp|P39072|GERM_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0071	366	119	21.875	64	47	1	119	182	22	82	3.5	23.9
sp|P45857|ACDB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0139	379	698	42.5	40	21	1	241	278	115	154	3.5	24.6
sp|P52971|SSPF_PRIM1	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0106	56	1241	34.783	46	15	2	10	40	443	488	3.5	20.4
sp|P62177|RP35_BACAN	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0187	239	565	37.5	40	25	0	129	168	197	236	3.5	23.9
sp|P62177|RP35_BACAN	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0183	239	100	25	60	45	0	179	238	12	71	3.5	23.1
sp|P62178|RP35_BACCR	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0187	239	565	37.5	40	25	0	129	168	197	236	3.5	23.9
sp|P62178|RP35_BACCR	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0183	239	100	25	60	45	0	179	238	12	71	3.5	23.1
sp|P94446|COXA_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0170	198	592	32.258	31	21	0	90	120	299	329	3.5	23.5
sp|P94446|COXA_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0228	198	592	32.258	31	21	0	90	120	299	329	3.5	23.5
sp|Q5KZP1|SSPN_GEOKA	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0345	47	267	29.545	44	23	1	2	37	219	262	3.5	20
sp|Q65NA4|LIPC_BACLD	NC_049976.1_Bacillus_phage_Nf_complete_genome_CDS_0017	212	308	36.364	33	21	0	164	196	68	100	3.5	23.5
sp|Q813W6|HPR_BACCR	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0067	185	265	44.828	29	15	1	55	82	223	251	3.5	23.1
sp|P00782|SUBT_BACAM	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0232	382	54	24.138	29	22	0	336	364	7	35	3.6	22.7
sp|P05519|CR4BA_BACTI	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0340	1136	681	33.333	39	26	0	923	961	593	631	3.6	26.6
sp|P37817|SPOVM_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0117	26	1129	55.556	18	7	1	10	26	376	393	3.6	18.5
sp|P37817|SPOVM_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0120	26	1129	55.556	18	7	1	10	26	376	393	3.6	18.5
sp|O31671|KIND_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0254	506	82	29.268	41	28	1	251	290	25	65	3.6	23.9
sp|P37475|SP2E_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0066	827	207	33.333	33	22	0	451	483	161	193	3.6	25.4
sp|P54450|CWLH_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0074	250	154	25.974	77	45	2	113	177	69	145	3.6	23.5
sp|Q06117|CR3BB_BACTU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0195	652	203	40.741	27	12	1	246	272	34	56	3.6	25
sp|Q08787|SRFAC_BACSU	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0203	1275	684	25.263	95	63	1	1101	1187	344	438	3.6	26.6
sp|Q97L63|SPLB_CLOAB	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0199	336	179	39.474	38	20	1	240	274	140	177	3.6	24.3
sp|O05391|BOFC_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0232	170	30	38.095	21	13	0	2	22	10	30	3.6	21.2
sp|O31982|BLYA_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0114	367	1925	25.503	149	89	7	113	245	80	222	3.6	24.6
sp|O32230|SSRP_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0187	156	1274	38.71	31	16	1	20	50	938	965	3.6	23.1
sp|O32321|C20AA_BACUF	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0227	753	163	29.167	24	17	0	3	26	57	80	3.6	25.4
sp|O87905|C24AA_BACTJ	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0031	674	911	25.581	172	99	5	9	158	500	664	3.6	25.8
sp|P0A373|CR1BA_BACTK	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0234	1228	120	32.353	34	23	0	308	341	13	46	3.6	25.4
sp|P37963|SP6D_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0218	575	74	33.333	42	26	1	87	128	32	71	3.6	23.5
sp|P45870|RACA_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0105	184	689	39.13	23	14	0	77	99	578	600	3.6	23.5
sp|P50739|SLEB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0082	305	270	26.415	53	36	1	211	260	16	68	3.6	24.3
sp|P52938|SP0A_CLODI	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0237	274	212	28.261	46	33	0	152	197	145	190	3.6	23.9
sp|P52938|SP0A_CLODI	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0267	274	114	45	20	11	0	7	26	83	102	3.6	23.5
sp|P55340|ECSB_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0301	408	267	47.826	23	12	0	14	36	119	141	3.6	24.6
sp|P70878|SP2AB_HEYCO	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0221	147	347	28.302	53	35	1	16	68	44	93	3.6	22.7
sp|Q07766|DEVS_MYXXD	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0133	214	296	32	25	17	0	33	57	263	287	3.6	23.5
sp|Q2JDA6|SSGB_FRACC	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0020	143	141	30.189	53	31	1	38	84	77	129	3.6	22.3
sp|Q45705|CR8BA_BACUK	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0077	1169	506	25.287	87	55	3	977	1061	314	392	3.6	26.6
sp|Q45707|CR7AB_BACUA	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0235	1138	227	27.778	72	48	1	59	126	99	170	3.6	26.2
sp|Q45744|CR3CA_BACTK	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0038	649	596	31.818	88	42	4	541	611	386	472	3.6	25.8
sp|Q9KCN2|SP2AB_HALH5	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0244	146	571	33.333	42	26	1	97	138	102	141	3.6	22.7
sp|Q9RMG3|CR2AD_BACTU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0066	633	71	35.714	28	18	0	412	439	2	29	3.6	23.9
sp|A7GKY7|SSPK_BACCN	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0059	53	240	31.707	41	22	2	8	45	201	238	3.6	20.4
sp|A7GKY7|SSPK_BACCN	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0063	53	240	31.707	41	22	2	8	45	201	238	3.6	20.4
sp|A7Z0H2|SP5G_BACVZ	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0127	97	310	26.087	46	32	1	54	97	214	259	3.6	21.9
sp|C5D6L6|HPR_GEOSW	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0052	201	2285	23.864	88	58	2	85	172	810	888	3.6	23.9
sp|O06719|GERPC_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0189	205	667	18.966	58	45	1	116	173	489	544	3.6	23.5
sp|P0A374|CR1BA_BACTE	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0234	1228	120	32.353	34	23	0	308	341	13	46	3.6	25.4
sp|P46914|COTS_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0151	351	257	19.802	101	75	3	200	295	72	171	3.6	24.3
sp|P57091|C18BA_PAEPP	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0003	675	236	35.417	48	24	2	330	377	145	185	3.6	25.4
sp|P70877|SP2AA_HEYCO	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0179	116	329	45.455	22	12	0	63	84	59	80	3.6	22.3
sp|Q45723|CT2BA_BACTI	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0247	263	405	36.842	38	19	2	134	170	167	200	3.6	23.9
sp|Q63G33|SSPH_BACCZ	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0094	59	569	30.769	26	18	0	34	59	399	424	3.6	20.4
sp|Q63G33|SSPH_BACCZ	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0310	59	423	57.143	14	6	0	1	14	387	400	3.6	20.4
sp|Q65NA4|LIPC_BACLD	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0166	212	203	22.581	62	40	1	149	210	26	79	3.6	23.5
sp|A0RH02|TLP_BACAH	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0114	65	178	36	50	24	2	14	59	124	169	3.6	20.8
sp|B7I056|TLP_BACC7	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0114	65	178	36	50	24	2	14	59	124	169	3.6	20.8
sp|B7JI37|TLP_BACC0	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0114	65	178	36	50	24	2	14	59	124	169	3.6	20.8
sp|B9IUC0|TLP_BACCQ	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0114	65	178	36	50	24	2	14	59	124	169	3.6	20.8
sp|C1EN48|TLP_BACC3	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0114	65	178	36	50	24	2	14	59	124	169	3.6	20.8
sp|C3L9C5|TLP_BACAC	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0114	65	178	36	50	24	2	14	59	124	169	3.6	20.8
sp|C3P449|TLP_BACAA	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0114	65	178	36	50	24	2	14	59	124	169	3.6	20.8
sp|C5D2I1|TLP_GEOSW	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0155	77	173	26.923	52	32	1	15	66	97	142	3.6	21.2
sp|P59106|YPEB_OCEIH	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0146	447	103	24.324	74	38	3	136	209	6	61	3.6	23.9
sp|Q637L7|TLP_BACCZ	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0114	65	178	36	50	24	2	14	59	124	169	3.6	20.8
sp|Q6HFI9|TLP_BACHK	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0114	65	178	36	50	24	2	14	59	124	169	3.6	20.8
sp|Q733N0|TLP_BACC1	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0114	65	178	36	50	24	2	14	59	124	169	3.6	20.8
sp|Q81Y88|TLP_BACAN	LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_CDS_0114	65	178	36	50	24	2	14	59	124	169	3.6	20.8
sp|Q9K893|SSPI_HALH5	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0060	68	163	34.286	35	17	2	4	38	97	125	3.6	20.8
sp|P11065|HPR_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0146	203	103	25	36	27	0	93	128	19	54	3.7	22.7
sp|P60495|PXPB_BACSU	NC_011421.1_Bacillus_phage_SPO1_complete_genome_CDS_0148	240	40	38.462	39	18	2	197	235	8	40	3.7	21.6
sp|P60495|PXPB_BACSU	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0149	240	40	38.462	39	18	2	197	235	8	40	3.7	21.6
sp|P70962|RAPB_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0196	377	437	46.154	26	13	1	289	314	207	231	3.7	24.6
sp|Q04809|DPAA_BACSU	NC_001884.1_Bacillus_phage_SPBc2_complete_genome_CDS_0114	297	442	28.395	81	53	3	6	84	127	204	3.7	24.3
sp|Q08787|SRFAC_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0197	1275	684	25.263	95	63	1	1101	1187	344	438	3.7	26.6
sp|Q45757|CR6AA_BACTU	NC_004166.2_Bacteriophage_SPP1_complete_nucleotide_sequence_CDS_0026	475	1032	45	20	11	0	350	369	133	152	3.7	25
sp|A7GS97|SP2AB_BACCN	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0037	146	251	28.814	59	42	0	88	146	38	96	3.7	22.7
sp|A7Z692|SP2AB_BACVZ	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0133	146	549	44.737	38	17	3	72	109	381	414	3.7	22.7
sp|O05231|KAPD_BACSU	NC_048652.1_Bacillus_phage_vB_BsuM-Goe3_complete_genome_CDS_0088	205	81	40	30	18	0	102	131	4	33	3.7	22.3
sp|O32721|SP2AB_PAEPO	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0243	151	767	31.915	47	23	2	48	91	42	82	3.7	23.1
sp|P09662|C10AA_BACTI	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0254	675	255	25	72	41	2	411	477	39	102	3.7	25.4
sp|P09662|C10AA_BACTI	KY368639.1_Bacillus_phage_vB_BsuM-Goe2_complete_genome_CDS_0008	675	255	25	72	41	2	411	477	39	102	3.7	25.4
sp|P0CY50|COMX_BACIU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0201	58	1438	33.333	27	18	0	32	58	848	874	3.7	20.4
sp|P26497|SP0J_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0352	282	496	20.721	111	71	4	34	131	115	221	3.7	24.3
sp|P37522|SOJ_BACSU	NC_019487.1_Bacillus_phage_SP10_complete_genome_CDS_0151	253	216	39.286	28	14	1	3	30	34	58	3.7	23.9
sp|P37553|FIN_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0041	76	494	25	64	44	3	7	68	60	121	3.7	21.2
sp|P37963|SP6D_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0259	575	149	38.889	36	21	1	368	402	56	91	3.7	24.6
sp|P42249|CWLJ_BACSU	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0089	142	587	38.462	26	16	0	83	108	409	434	3.7	22.7
sp|P52929|SP0A_BREPA	NC_043027.1_Bacillus_virus_PBS1_complete_genome_CDS_0060	212	341	56.25	16	7	0	97	112	168	183	3.7	23.5
