target	product	best_hit	HMM	evalue	score	EC	gene	ORF_start	ORF_end	product_start	product_end	product_length	ORF_length-aa
NC_043027.1_Bacillus_virus_PBS1_complete_genome_219	hypothetical	phrog_32923	PHROG	1.1e-43	143.2			187918	188088	1	56	55	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_220	hypothetical	phrog_13583	PHROG	6.5e-162	535.7			188105	189337	1	410	409	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_221	hypothetical	phrog_13583	PHROG	6.5e-180	594.9			189349	190584	2	411	409	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_222	hypothetical	phrog_31241	PHROG	4.1e-266	878.5			190599	191744	1	381	380	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_223	hypothetical	phrog_19594	PHROG	8.5e-58	190.3			191786	192304	36	171	135	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_224	hypothetical	phrog_30275	PHROG	1.9e-96	315.7			192322	192732	1	136	135	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_225	hypothetical	phrog_34763	PHROG	3e-119	391.5			192793	193308	1	171	170	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_226	Hypothetical							193376	193468				
NC_043027.1_Bacillus_virus_PBS1_complete_genome_227	DNA binding protein	phrog_19532	PHROG	4.1e-169	558.2			193539	194444	1	301	300	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_228	DNA binding protein	phrog_19532	PHROG	3.9e-129	427.0			194441	195343	1	295	294	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_229	hypothetical	phrog_28113	PHROG	5e-102	334.5			195330	195776	1	148	147	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_230	DNA gyrase subunit A	VOG43658	VOG	1.5e-46	153.3			195924	196142	1	72	71	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_231	DNA topoisomerase medium subunit	VOG20913	VOG	5.2e-218	723.6			196954	199056	4	699	695	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_232	hypothetical	phrog_32266	PHROG	5e-106	347.9			199256	199717	1	153	152	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_233	hypothetical	phrog_33345	PHROG	4.8e-46	151.7			199787	199978	1	63	62	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_234	hypothetical	phrog_33949	PHROG	2.2e-42	139.6			200040	200228	1	62	61	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_235	LysM motif protein	VOG48918	VOG	1.6e-83	273.3			200255	200626	1	123	122	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_236	hypothetical	phrog_30344	PHROG	1.1e-80	264.5			200653	201027	1	124	123	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_237	Hypothetical protein	VOG21918	VOG	2.4e-242	800.9			201069	202334	1	421	420	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_238	Hypothetical protein	VOG42109	VOG	4.6e-188	621.5			202431	203594	1	387	386	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_239	Hypothetical protein	VOG38216	VOG	4.6e-80	261.9			203680	204021	1	113	112	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_240	hypothetical	phrog_6376	PHROG	2.3e-91	302.0			204034	204735	1	229	228	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_241	hypothetical	phrog_6376	PHROG	3.7e-89	294.8			204752	205444	1	229	228	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_242	Hypothetical protein	VOG20309	VOG	5.3e-160	526.4			205462	206148	1	228	227	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_243	Virion structural protein	VOG25874	VOG	3.7e-218	123.9			206175	207266	1	72	71	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_244	virion structural protein	phrog_22568	PHROG	0.0	1721.4			207291	209870	1	859	858	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_245	Hypothetical protein	VOG46301	VOG	1.1e-44	147.3			209888	210163	8	90	82	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_246	virion structural protein	phrog_26711	PHROG	3.4e-119	392.3			210185	210784	1	199	198	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_247	Hypothetical protein	VOG46301	VOG	5.6e-47	156.4			210799	211068	1	89	88	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_248	Hypothetical protein	VOG51064	VOG	1.3e-191	632.3			211133	212143	1	336	335	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_249	hypothetical	phrog_35853	PHROG	5.2e-44	144.7			212240	212413	1	57	56	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_250	Hypothetical protein	VOG26910	VOG	3.1e-145	477.7			212447	213079	4	210	206	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_251	Hypothetical							213092	213442				
NC_043027.1_Bacillus_virus_PBS1_complete_genome_252	hypothetical	phrog_38597	PHROG	6.6e-158	519.5			213474	214166	1	230	229	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_253	hypothetical	phrog_36198	PHROG	7.6e-48	157.1			214167	214376	1	69	68	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_254	poly-gamma-glutamate hydrolase	phrog_4175	PHROG	1.6e-89	295.9			214396	215022	1	207	206	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_255	Hypothetical protein	VOG35946	VOG	2.8e-228	756.2			215069	217318	19	746	727	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_256	hypothetical	phrog_33298	PHROG	4.3e-174	573.5			217468	218217	1	249	248	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_257	hypothetical	phrog_31929	PHROG	1.1e-186	615.1			218248	219039	1	263	262	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_258	hypothetical	phrog_33820	PHROG	6.8e-51	167.1			219285	219500	1	71	70	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_259	hypothetical	phrog_32025	PHROG	5.6e-50	163.8			219490	219690	1	66	65	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_260	nudix hydrolase	phrog_19657	PHROG	2.5e-91	301.0			219699	220259	1	186	185	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_261	Predicted ribonuclease YlaK, contains NYN-type RNase and PhoH-family ATPase domains	COG1875	COG	2.7e-139	462.2			220566	221894	2	441	439	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_262	Hypothetical protein	VOG23008	VOG	3.4e-99	325.1			222012	222446	1	144	143	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_263	Virion structural protein	VOG29662	VOG	2.3e-95	312.5			222494	222916	1	140	139	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_264	Hydrolase	VOG03748	VOG	0.0	1021.9			223003	224274	1	421	420	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_265	HNH endonuclease	VOG70313	VOG	4.9e-198	655.0			224391	225344	1	313	312	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_266	HNH endonuclease	phrog_559	PHROG	6.6e-93	308.6			225842	226843	2	318	316	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_267	Hydrolase	VOG03748	VOG	8.5e-34	113.4			227003	227236	7	77	70	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_268	hypothetical	phrog_33641	PHROG	5e-232	765.0			227241	228245	1	334	333	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_269	Hypothetical protein	VOG02151	VOG	1.7e-225	743.4			228360	229310	1	316	315	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_270	Holin	VOG22954	VOG	4.5e-74	243.6			229333	229734	1	133	132	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_271	ATP-dependent protease	phrog_29662	PHROG	0.0	1305.0			229967	231613	1	548	547	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_272	virion structural protein	phrog_35804	PHROG	4.4e-75	245.6			231628	231960	1	110	109	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_273	Hypothetical							232029	232487				
NC_043027.1_Bacillus_virus_PBS1_complete_genome_274	Zinc-finger domain protein	VOG37377	VOG	3.1e-62	203.4			232489	232746	1	85	84	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_275	Hypothetical protein	VOG50826	VOG	4.5e-83	276.0			232855	234120	14	419	405	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_276	hypothetical	phrog_35670	PHROG	7e-91	297.6			234301	234693	1	130	129	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_277	Hypothetical							234712	234858				
NC_043027.1_Bacillus_virus_PBS1_complete_genome_278	hypothetical	phrog_32057	PHROG	1e-103	340.3			234860	235312	1	150	149	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_279	RNA polymerase beta subunit	phrog_3295	PHROG	1.7e-187	621.3			235342	237339	11	655	644	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_280	hypothetical	phrog_33744	PHROG	5.2e-48	157.4			237339	237524	1	61	60	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_281	hypothetical	phrog_24704	PHROG	1.2e-78	258.2			237661	238068	1	135	134	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_282	Uncharacterized 17.5 kDa protein in tk-vs intergenic region	VOG46207	VOG	1.4e-54	182.1			238151	238678	1	172	171	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_283	hypothetical	phrog_37973	PHROG	1.3e-42	140.3			238665	238829	1	54	53	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_284	DNA binding protein	VOG55136	VOG	1.7e-56	185.0			238832	239068	1	78	77	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_285	Hypothetical protein	VOG48862	VOG	4.2e-66	215.6			239114	239395	1	93	92	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_286	NAD-dependent DNA ligase	phrog_3869	PHROG	2.4e-191	633.9			239460	241505	17	680	663	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_287	Virion structural protein	VOG51827	VOG	4.2e-181	596.6			241552	242358	1	268	267	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_288	hypothetical	phrog_38032	PHROG	3.9e-52	170.8			242458	242661	1	67	66	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_289	hypothetical	phrog_31075	PHROG	1.3e-35	117.4			242677	242823	1	48	47	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_290	Hypothetical protein	VOG05332	VOG	9.4e-126	412.9			242897	243433	1	178	177	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_291	hypothetical	phrog_34156	PHROG	1.7e-188	620.8			243487	244290	1	267	266	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_292	hypothetical	phrog_35549	PHROG	2e-58	191.0			244406	244651	1	81	80	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_293	DNA binding protein	phrog_379	PHROG	3e-25	85.1			244705	245001	1	96	95	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_294	Uracil-DNA glycosylase inhibitor	VOG40288	VOG	2.6e-60	197.0			245347	245601	1	84	83	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_295	Polymerase	VOG50279	VOG	5.7e-236	781.0			245856	247346	1	495	494	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_296	hypothetical	phrog_30825	PHROG	2.4e-52	171.6			247371	247589	1	72	71	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_297	hypothetical	phrog_34649	PHROG	3.5e-88	289.1			247651	248046	1	131	130	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_298	hypothetical	phrog_32799	PHROG	2.7e-78	256.0			248131	248475	1	114	113	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_299	Hypothetical protein	VOG27518	VOG	2.5e-71	233.2			248543	248869	1	108	107	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_300	hypothetical	phrog_29694	PHROG	1.1e-164	541.9			248872	249582	1	236	235	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_301	hypothetical	phrog_30058	PHROG	3.2e-66	216.3			249652	249948	1	98	97	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_302	virion structural protein	phrog_18911	PHROG	9.2e-133	437.5			249991	250683	1	230	229	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_303	hypothetical	phrog_36052	PHROG	4.2e-51	167.6			250750	250947	1	65	64	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_304	head maturation protease	phrog_3014	PHROG	6.2e-32	107.4			251002	251562	1	184	183	101
NC_043027.1_Bacillus_virus_PBS1_complete_genome_305	head maturation protease	phrog_31489	PHROG	7.8e-56	182.6			251881	252153	1	90	89	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_1	hypothetical	phrog_38052	PHROG	3.9e-37	122.4			367	510	1	47	46	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_2	hypothetical	phrog_17724	PHROG	1.4e-40	133.5			527	703	1	58	57	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_3	hypothetical protein	pVOG0874	PVOG	2.2e-35	117.0			700	870	1	55	54	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_4	hypothetical	phrog_27272	PHROG	1e-60	198.5			857	1117	1	86	85	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_5	Podoviridae DNA polymerase	K21237	KOFam_all_KEGG	4e-301	996.2	2.7.7.7	gp2	1145	2863	1	572	571	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_6	Phi-29 DNA terminal protein GP3	PF05435	PFAM	7.5e-159	523.8		Phi-29_GP3	2886	3686	1	265	264	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_7	single strand DNA binding protein	pVOG0877	PVOG	3.3e-74	243.5			3971	4345	3	124	121	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_8	Gene product 5.5	VOG17455	VOG	1e-49	162.8			4410	4610	1	66	65	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_9	Histone-like Protein p6	PF17548	PFAM	1.3e-55	181.5		p6	4607	4921	1	76	75	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_10	Phi29 scaffolding protein	PF11418	PFAM	1.6e-52	172.8		Scaffolding_pro	5222	5518	2	98	96	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_11	Major capsid protein	VOG45255	VOG	6.2e-178	588.6			5549	6895	6	444	438	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_12	head fiber protein	phrog_14753	PHROG	6.7e-165	543.5			6895	7737	2	280	278	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_13	Bacillus phage phi29, Tail knob protein gp9, C-terminal domain	PF20934	PFAM	2.7e-199	658.6		phi29_gp9_C	7751	9550	151	597	446	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_14	Phage Connector (GP10)	PF05352	PFAM	5.3e-156	514.7		Phage_connector	9555	10484	8	285	277	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_15	Proximal tail tube connector protein	VOG61939	VOG	4.4e-110	364.5			10492	11358	1	288	287	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_16	unannotated protein	pVOG4660	PVOG	0.0	1024.3			11371	13935	1	838	837	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_17	hypothetical	phrog_11037	PHROG	1.1e-210	695.6			13947	15041	1	364	363	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_18	toxin secretion/phage lysis holin	TIGR01593	TIGRFAM	4.9e-38	126.5			15060	15455	4	130	126	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_19	Endolysin	VOG63514	VOG	1.2e-122	401.7			15457	16233	4	258	254	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_20	Podovirus DNA encapsidation protein (Gp16)	PF05894	PFAM	2.1e-211	697.7		Podovirus_Gp16	16244	17242	1	331	330	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_21	Gene product 16.6	VOG16800	VOG	2.9e-44	145.2			17383	17547	1	54	53	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_22	Bacteriophage phi-29 early protein GP16.7	PF06720	PFAM	9.5e-89	290.5		Phi-29_GP16_7	17544	17936	1	130	129	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_23	Gene product 16.8	VOG41890	VOG	3e-71	232.9			17938	18255	1	105	104	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_24	hypothetical	phrog_23455	PHROG	1.3e-77	253.8			18252	18578	1	108	107	101
NC_011048.1_Bacillus_phage_phi29_complete_genome_25	replication protein	phrog_22213	PHROG	6.3e-104	341.8			18580	19080	1	166	165	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_1	terminase large subunit	phrog_675	PHROG	3e-151	501.1			1	1170	7	384	377	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_2	Hypothetical							1262	1564				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_3	Hypothetical							1611	1979				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_4	Hypothetical							2010	2156				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_5	Hypothetical							2153	2290				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_6	Hypothetical							2290	2598				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_7	Hypothetical							2588	2827				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_8	Hypothetical							2920	3063				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_9	Hypothetical							3076	3387				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_10	Hypothetical							3384	3866				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_11	Hypothetical							3878	4171				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_12	Hypothetical							4158	4847				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_13	Hypothetical							5007	5132				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_14	Hypothetical							5111	5608				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_15	Hypothetical							5726	6172				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_16	Hypothetical							6138	6332				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_17	Hypothetical							6313	6942				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_18	Hypothetical							7043	7216				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_19	hypothetical	phrog_13160	PHROG	1.5e-35	118.5			7286	7660	13	121	108	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_20	Hypothetical							7716	8279				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_21	Hypothetical							8389	8619				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_22	Hypothetical							8761	9183				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_23	Hypothetical							9486	9764				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_24	Hypothetical							9802	10215				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_25	Hypothetical							10333	10479				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_26	Hypothetical protein	VOG16779	VOG	6.9e-89	292.7			10516	11019	1	167	166	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_27	Hypothetical							11021	11287				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_28	Hypothetical							11301	11852				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_29	Deoxycytidylate deaminase	COG2131	COG	1.4e-63	212.3			11854	12279	1	136	135	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_30	Hypothetical							12405	12602				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_31	Hypothetical							12616	12822				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_32	Hypothetical							12881	13363				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_33	Hypothetical							13377	13592				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_34	RNA-splicing ligase RtcB, repairs tRNA damage	COG1690	COG	2.7e-116	385.8			13593	15101	20	501	481	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_35	Hypothetical							15169	15597				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_36	SPbeta prophage-derived uncharacterized protein YorA	VOG50411	VOG	4.9e-217	718.3			15625	17415	2	595	593	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_37	Hypothetical							17499	17633				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_38	Hypothetical							17712	17957				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_39	Hypothetical							18069	18368				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_40	Hypothetical							18374	18706				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_41	Hypothetical							18719	19015				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_42	Hypothetical							19012	19269				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_43	Hypothetical protein	VOG26434	VOG	9e-119	393.0			19600	20385	9	261	252	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_44	Hypothetical							20547	20804				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_45	Hypothetical							20905	21174				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_46	Hypothetical							21171	21401				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_47	Hypothetical							21398	21601				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_48	Hypothetical							21716	22252				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_49	Levanase	VOG12386	VOG	3.2e-265	876.6			22275	23816	32	512	480	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_50	Hypothetical protein	VOG60673	VOG	2e-131	435.0			23800	24927	1	371	370	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_51	Hypothetical							25043	25258				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_52	Hypothetical							25270	25488				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_53	Hypothetical							25485	25748				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_54	Hypothetical							25745	25972				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_55	hypothetical	phrog_35310	PHROG	3.4e-40	132.9			25966	26184	1	72	71	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_56	Hypothetical							26411	26827				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_57	Hypothetical protein	VOG48626	VOG	2.4e-45	149.5			26858	27121	1	87	86	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_58	Hypothetical							27167	27400				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_59	Hypothetical							27397	27678				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_60	Hypothetical							27786	28166				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_61	hypothetical protein	pVOG0047	PVOG	1.6e-30	102.1			28163	28438	1	91	90	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_62	hypothetical protein	pVOG10257	PVOG	7.8e-48	157.2			28497	28769	2	89	87	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_63	Superinfection exclusion	VOG62172	VOG	3.3e-52	171.9			28766	29038	1	90	89	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_64	Hypothetical							29068	29319				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_65	Hypothetical protein	VOG45848	VOG	3.7e-34	113.2			29359	29652	1	97	96	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_66	Hypothetical							29656	30162				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_67	Hypothetical							30159	30350				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_68	Hypothetical							30347	30859				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_69	hypothetical	phrog_28511	PHROG	1e-50	166.3			30981	31214	1	77	76	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_70	RNA polymerase subunit alpha	VOG45217	VOG	1.3e-67	224.3			31216	31629	1	136	135	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_71	hypothetical	phrog_30451	PHROG	1e-159	527.0			31694	32545	1	283	282	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_72	Hypothetical							32665	33147				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_73	Hypothetical							33157	33390				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_74	Hypothetical							33387	33866				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_75	Thoeris anti-defense 2	VOG39087	VOG	3.7e-34	114.7			34069	34326	1	83	82	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_76	Hypothetical protein	VOG30909	VOG	1.7e-59	195.6			34339	34680	1	113	112	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_77	hypothetical protein	pVOG5914	PVOG	4.4e-27	91.0			34673	34909	1	73	72	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_78	Hypothetical protein	VOG52115	VOG	1e-44	147.3			34922	35236	1	92	91	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_79	Hypothetical protein	VOG31583	VOG	2.4e-52	171.8			35251	35541	1	96	95	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_80	Hypothetical							35731	36141				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_81	Hypothetical							36162	36341				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_82	Hypothetical							36347	36502				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_83	Hypothetical							36489	36659				
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_84	hypothetical	phrog_31600	PHROG	9.9e-24	80.0			36656	36778	1	40	39	101
LT960610.1_Bacillus_phage_SBSphiC_genome_assembly_complete_genome_monopartite_85	Hypothetical							36791	37066				
